Requests	50	100	150	200	250	300
3.277	3.479	3.208	3.528	3.638	3.629
3.302	3.304	3.435	3.715	3.748	3.857
3.207	3.245	3.413	3.496	3.654	3.816
3.355	3.206	3.317	3.460	3.528	3.628
3.177	3.198	3.289	3.337	3.491	3.727
3.231	3.236	3.248	3.299	3.312	3.737
