Requests	50	100	150	200	250	300
0.437	0.566	0.693	1.189	1.369	1.678
0.659	0.727	1.335	1.703	2.111	2.838
0.403	0.876	1.327	1.741	2.123	3.038
0.563	0.953	1.350	1.801	2.156	2.626
0.514	0.783	1.350	1.923	2.279	2.593
0.285	0.789	1.333	1.763	2.141	2.697
