Requests	50	100	150	200	250	300
1	140.620	144.580	155.890	125.250	128.900	135.040
10	147.120	146.680	123.800	104.560	120.590	118.970
20	137.660	143.630	109.790	119.880	117.390	117.550
30	118.710	126.940	122.390	120.910	120.640	119.530
40	56.000	143.150	119.700	130.250	134.970	123.160
50	62.410	133.070	118.040	120.570	118.500	117.210
