Architecture,Users,Spawn Rate,Run Time (s),Method,Name,Total Requests,Failures,Success Rate (%),Requests/sec,Median (ms),Average (ms),Min (ms),Max (ms),P90 (ms),P95 (ms),P99 (ms)
Request-Response,100,20,30,POST,POST /orders [RR],736,0,100.0,24.55,3300.0,3331.55,3267.12,3428.52,3400.0,3400.0,3400.0
