Requests	50	100	150	200	250	300
0.169	0.234	0.299	0.179	0.566	0.756
0.034	0.040	0.036	0.037	0.041	0.038
0.041	0.038	0.039	0.040	0.039	0.046
0.039	0.040	0.042	0.041	0.042	0.043
0.039	0.039	0.042	0.041	0.041	0.041
0.111	0.039	0.040	1.466	0.043	0.045
