Requests	50	100	150	200	250	300
1	100.000	100.000	100.000	100.000	100.000	100.000
10	100.000	100.000	100.000	100.000	100.000	100.000
20	100.000	100.000	100.000	100.000	100.000	100.000
30	100.000	99.730	100.000	99.550	100.000	100.000
40	100.000	100.000	100.000	100.000	94.700	99.980
50	100.000	100.000	100.000	100.000	100.000	100.000
