Requests	50	100	150	200	250	300
0.195	0.282	0.365	0.638	0.698	1.066
1.019	2.385	3.069	4.259	6.421	6.316
1.212	2.667	3.903	5.456	7.090	8.841
1.227	2.784	3.894	5.928	7.241	9.367
1.301	2.957	4.748	6.132	7.469	9.688
0.141	2.957	4.810	1.984	8.089	10.204
