Requests	50	100	150	200	250	300
98.510	119.800	148.400	122.080	132.120	126.230
113.110	144.340	120.960	122.600	123.740	119.710
136.080	128.550	123.650	122.140	122.360	120.050
116.640	125.470	123.420	120.800	131.340	128.320
115.560	207.020	122.850	120.080	119.910	220.460
128.150	168.590	229.410	146.530	167.550	312.720
