Requests	50	100	150	200	250	300
0.406	0.353	0.435	0.602	0.739	0.928
0.420	0.646	1.148	1.502	1.869	2.307
0.357	0.752	1.173	1.564	1.958	2.382
0.422	0.778	1.184	1.608	1.897	2.339
0.426	0.629	1.195	1.636	2.039	1.891
0.200	0.673	0.942	1.509	1.879	1.977
